name,source,vectors
"Решение по делу 1-86/2018 - 158 ч.1; 166 ч.2 п.а ; 158 ч.2 п.п.б,в - судья Мурастов Сергей Александрович - 07/03/2018 - РосПравосудие",judgement,"[-0.3340480923652649, 0.708778440952301, -0.8342633247375488, -0.03624565526843071, -2.2000625133514404, 1.5059537887573242, -0.25433462858200073, 4.838068008422852, -0.6520783305168152, -0.37620270252227783, 1.9718354940414429, -1.201151967048645, -1.1890188455581665, -0.8703218698501587, -1.742875576019287, 2.3245813846588135, -2.5233356952667236, -1.6351261138916016, 2.1258387565612793, 0.34195637702941895, -2.87294340133667, 1.6430037021636963, 1.0334149599075317, 0.6148076057434082, 0.39968740940093994, 2.3266189098358154, -0.5806167721748352, -1.1529505252838135, -0.051333799958229065, 2.221886396408081, -0.4301028251647949, -0.848875880241394, -3.3662354946136475, 2.851482629776001, 1.5328500270843506, -0.5246642827987671, -1.2405070066452026, 0.35826602578163147, 0.11281969398260117, 0.025761514902114868, 0.6677155494689941, -2.6827526092529297, 2.8482666015625, -1.6837339401245117, -0.11977635324001312, -1.3608909845352173, 0.7006902694702148, -3.2675938606262207, -1.4074844121932983, -2.647437334060669, 1.8845343589782715, -3.642632007598877, 3.097426414489746, 0.9801596403121948, 1.1324663162231445, 0.08964814990758896, 1.4485218524932861, 0.9747126698493958, 2.7040789127349854, -2.8406565189361572, -0.8035987615585327, 0.8600355982780457, -3.0208375453948975, -1.6778125762939453, -1.990085244178772, 2.7923221588134766, 3.2865047454833984, -0.07385808229446411, 1.8116976022720337, -0.586776614189148, -2.4098570346832275, -3.1263844966888428, -2.601395845413208, 0.9991375207901001, 2.6163084506988525, -1.1945561170578003, 0.3070569634437561, -0.7761475443840027, 2.033770799636841, 2.526151180267334, 0.06685381382703781, -0.7906928062438965, 5.160691738128662, 0.5657445192337036, -0.12589818239212036, 4.038523197174072, -1.09425950050354, 0.3145919442176819, 0.5002162456512451, 2.5087385177612305, 1.2199056148529053, 0.7806738018989563, -0.10763315856456757, 1.913553237915039, -0.8874659538269043, 1.3405141830444336, 3.270991325378418, 2.504983425140381, 1.302413821220398, -1.2572996616363525]"
Решение по делу 1-1/2018 - 158 ч.1 - судья Кашицына Елена Вячеславовна - 19/01/2018 - РосПравосудие,judgement,"[0.8070356845855713, 0.25149187445640564, -0.5023763179779053, 2.356128692626953, 0.6744556427001953, -0.9886983633041382, -1.1019243001937866, 1.63443922996521, -2.421631097793579, -0.8657476902008057, 0.4289952516555786, -2.8980345726013184, -0.5694215297698975, 0.5872367024421692, 2.304048776626587, -0.3591969609260559, 0.9732656478881836, -1.4139374494552612, 2.5866730213165283, 2.5727334022521973, -0.005792925134301186, 2.429879903793335, -0.45454317331314087, -4.54034423828125, -0.39829719066619873, 1.5530370473861694, -2.513073682785034, 0.25475138425827026, 0.9147263765335083, 0.3899301290512085, 1.1605329513549805, 0.6786032915115356, -4.120061874389648, 0.9775932431221008, 1.7755420207977295, 0.2925426661968231, -0.8767016530036926, 1.9986261129379272, 3.2671546936035156, -3.081742525100708, 0.8599332571029663, -0.7757105231285095, -0.502045214176178, -0.3492707312107086, 1.5538382530212402, -1.7040876150131226, 0.2112441211938858, -0.9991775155067444, 1.039577841758728, -1.3012816905975342, 1.970770239830017, -1.8411246538162231, -0.2716519832611084, -0.17687448859214783, -0.9206010699272156, 2.489593505859375, -0.6757421493530273, 1.0271637439727783, -1.328474760055542, -4.80275821685791, 1.161535620689392, -2.568931818008423, -2.429865837097168, 0.26993998885154724, -0.6621402502059937, -0.2730870246887207, 0.8332732319831848, -3.314880847930908, -2.041147470474243, -0.16252507269382477, -1.3398514986038208, -4.043774127960205, -2.56400728225708, 1.9340593814849854, -0.43992936611175537, -1.5385076999664307, 2.394547939300537, 1.0331597328186035, 2.8627986907958984, 0.10802310705184937, -0.12499582022428513, -0.5441250205039978, 4.158809185028076, 1.5351073741912842, 2.4672446250915527, 3.8486599922180176, 1.8542537689208984, 0.10307975858449936, -1.2484313249588013, 1.2722580432891846, 1.2412410974502563, -0.017165184020996094, 0.7711856365203857, -1.7088791131973267, 0.5465680360794067, 2.460960865020752, 1.1015043258666992, 0.6747115850448608, 0.7523888945579529, -0.381365031003952]"
Решение по делу 1-4/2018 - 319 ч.1 - судья Мендалиев Толеген Мутасович - 29/01/2018 - РосПравосудие,judgement,"[1.0940314531326294, 0.3558069169521332, -0.3802044093608856, 1.0340081453323364, -3.420696973800659, -0.3436793386936188, -0.1657085120677948, -0.1634090095758438, -4.323548316955566, -1.1015520095825195, 1.425903558731079, -3.7937536239624023, -3.1797211170196533, -0.287922739982605, 3.100979804992676, -2.039968490600586, -2.1499247550964355, -0.9355273246765137, 2.8461711406707764, 1.8645881414413452, -2.1568453311920166, -0.17632567882537842, -0.96389240026474, -1.3851405382156372, 1.09378981590271, -1.1446163654327393, -2.6225998401641846, 1.4942916631698608, -3.1120245456695557, 2.9583561420440674, 1.2822225093841553, -1.1405385732650757, -0.9562338590621948, 0.9027669429779053, 0.5827392339706421, 1.6774046421051025, 2.421597957611084, 0.4625858962535858, 2.879790782928467, 0.04444083943963051, 1.9789527654647827, -0.445385217666626, -4.518363952636719, 1.230681300163269, -2.0474255084991455, -0.26950743794441223, 1.0020732879638672, -1.7097285985946655, 0.7632426023483276, 0.7715280652046204, 2.201472043991089, -2.611591100692749, 0.43917128443717957, 1.0803570747375488, -1.818586826324463, 1.487286925315857, 0.8914878368377686, -1.0714489221572876, 0.629040539264679, 0.736877977848053, -2.4268524646759033, -0.950035810470581, 0.390808641910553, 1.5970772504806519, -1.9383544921875, -1.126948356628418, -0.6534742116928101, 2.714510202407837, -2.53092360496521, -0.8352264165878296, 0.9623569846153259, -0.47113117575645447, -3.6395649909973145, -1.460785984992981, -1.711956262588501, -0.8276255130767822, 1.2265594005584717, -1.899565577507019, 3.010188341140747, -1.076841115951538, 0.674706220626831, 0.3475133180618286, 5.192710876464844, 3.4071640968322754, 1.1588853597640991, 1.5436397790908813, -0.16068503260612488, -0.47644269466400146, 0.6980686783790588, 2.197244644165039, 0.7410255670547485, -0.2406689077615738, 0.4141394793987274, 0.987450122833252, 1.767755389213562, -0.40315666794776917, 0.23647281527519226, -0.06926111876964569, 0.6018463969230652, -0.45659804344177246]"
Решение по делу 1-4/2018 - 175 ч.1 - судья Чемпосова Ульяна Дмитриевна - 19/02/2018 - РосПравосудие,judgement,"[2.4960968494415283, 3.2034645080566406, -2.0421338081359863, 1.3947138786315918, -1.9583866596221924, -0.21278248727321625, 3.718388080596924, 5.135850429534912, -3.350935459136963, 0.42734280228614807, -1.0057228803634644, -2.2634453773498535, 1.4323467016220093, 2.1051409244537354, 4.355792999267578, -3.799132823944092, 2.613771677017212, -1.322535753250122, 0.8405317664146423, -1.1861604452133179, -1.2047923803329468, -0.33783119916915894, 0.711926281452179, 0.4298481047153473, -0.22114598751068115, 1.9520366191864014, -2.3225250244140625, -0.2864147424697876, -1.0004687309265137, -0.9305012822151184, -0.21869832277297974, -2.089172124862671, 2.0845470428466797, -1.4195092916488647, 1.3686875104904175, -0.7876458168029785, 2.1106252670288086, 2.037249803543091, -1.5215173959732056, -2.0237321853637695, 0.13028305768966675, -1.250353455543518, -2.5858707427978516, -0.8445315957069397, 2.2633678913116455, 0.6058050394058228, 0.1474093794822693, 0.36161816120147705, -1.0697457790374756, 0.2531002461910248, 1.418800711631775, -1.8753864765167236, -2.229320764541626, 1.2731897830963135, -2.6209352016448975, -1.6484451293945312, -0.05280088260769844, -0.9581210613250732, -3.0197973251342773, -1.4051716327667236, 0.578711211681366, -2.7559046745300293, 0.3196047842502594, -3.773799180984497, -1.6396114826202393, 2.2925307750701904, 0.2326679676771164, -1.9788233041763306, 0.16342473030090332, 1.6725722551345825, -0.902448832988739, -1.028112530708313, 0.7765395045280457, 1.572670817375183, 0.033270541578531265, 2.302945137023926, 0.8541474342346191, -0.8096297979354858, -1.1666011810302734, 2.9037115573883057, 2.0700185298919678, 2.569666862487793, 3.3056507110595703, 1.581778645515442, -0.9086049199104309, 2.7571256160736084, -0.3283569812774658, 0.07355958223342896, -2.6898021697998047, 4.263535976409912, 1.9972667694091797, -2.7248597145080566, 1.8228342533111572, 1.2880237102508545, 0.8732813596725464, 3.2702789306640625, -2.972154378890991, -2.288543462753296, -3.0117106437683105, -1.3743449449539185]"
Решение по делу 1-17/2018 (1-446/2017;) - 228 ч.1 - судья Латыпова Гульшат Зигангараевна - 24/01/2018 - РосПравосудие,judgement,"[-1.4684680700302124, 1.6986256837844849, -0.9801803231239319, 0.3350828289985657, -2.759584903717041, 1.02350914478302, 1.3999836444854736, 3.079554319381714, 0.08470973372459412, -2.406341791152954, 1.0128498077392578, -0.3949104845523834, -0.43344470858573914, -1.02479887008667, 1.7393485307693481, -1.109723687171936, -1.902808427810669, -0.08461859077215195, 2.039231538772583, -0.6119356751441956, -0.1299339085817337, -0.9907751083374023, 1.3309522867202759, -4.3783674240112305, -0.36855587363243103, -2.894944667816162, -6.456033706665039, 2.4578514099121094, -2.6788690090179443, 0.43949198722839355, 1.569330096244812, -4.8970627784729, -0.5125876665115356, -0.9677535891532898, 1.6033093929290771, -0.7224442362785339, 3.3372154235839844, 2.0315446853637695, 1.5431861877441406, -1.0111699104309082, 2.231677532196045, 2.072359323501587, -1.084985613822937, -2.446303606033325, 2.4701061248779297, -1.7116844654083252, 2.965470314025879, -4.047416687011719, -0.1571413278579712, -0.3755379915237427, 2.4104185104370117, -1.2550195455551147, -4.479135990142822, 1.0283141136169434, -2.6824734210968018, -1.9344213008880615, -1.745802402496338, 1.7214916944503784, -1.4869163036346436, 0.23915445804595947, -2.2647085189819336, -0.7999120354652405, -0.9522852301597595, 1.917432427406311, -2.290419578552246, 1.2006796598434448, 0.25951096415519714, -0.44397392868995667, -0.8118839263916016, -2.6061298847198486, -1.7765727043151855, -1.0894181728363037, 0.26335904002189636, -1.4226948022842407, -2.9785563945770264, 0.9964420795440674, -1.1094282865524292, 1.214992880821228, -1.884763240814209, -1.2368218898773193, 1.1661220788955688, -0.36076319217681885, 4.073610782623291, 1.3767284154891968, 2.4744439125061035, 5.001617431640625, -2.2774808406829834, -3.229987859725952, -0.7359786033630371, 2.411456823348999, 2.0754518508911133, -2.332300901412964, 0.6311846971511841, 0.555699348449707, 3.6361448764801025, 0.5998088121414185, -2.843681812286377, 0.44151175022125244, 2.473259687423706, -0.5701014995574951]"
Решение по делу 1-55/2018 - 228 ч.2 - судья Стефанюк Е. А. - 12/02/2018 - РосПравосудие,judgement,"[-3.8673512935638428, -0.322327196598053, -0.8370066285133362, 2.4037532806396484, 0.5946347117424011, 2.054960012435913, -0.7637155652046204, -0.16058680415153503, -1.332206130027771, 0.08397971093654633, -4.630338668823242, -2.9382710456848145, 0.013526348397135735, 2.7147064208984375, -0.21589724719524384, 1.523354172706604, -1.639985203742981, -0.898694634437561, 0.19167757034301758, 2.009364366531372, -0.35864925384521484, -0.056345921009778976, 0.9359953999519348, -2.2900569438934326, 0.1491871476173401, -2.53800892829895, -2.3376142978668213, 1.3561396598815918, -2.2946889400482178, 5.252684593200684, -1.5332694053649902, -3.3381922245025635, -0.04940556362271309, 1.6076406240463257, 0.42336922883987427, -1.465767741203308, 1.539807677268982, -1.102772831916809, 3.206812858581543, -1.0936224460601807, 0.13115714490413666, -0.12321405857801437, -3.7500956058502197, 2.4862172603607178, -0.20791788399219513, 1.3219623565673828, -1.5326151847839355, -3.6862242221832275, 1.17140531539917, -2.187784194946289, -1.7768445014953613, -1.6493594646453857, -0.5226269960403442, 1.7995549440383911, 3.128218173980713, 0.003608779050409794, -3.6771156787872314, -0.5489782691001892, 0.20009391009807587, -3.2338144779205322, -1.8521960973739624, 0.028638118878006935, 0.5195791721343994, -0.11317889392375946, -1.7759480476379395, 1.770835280418396, -0.07984178513288498, -0.2977398931980133, -0.6701897978782654, -3.105006694793701, 0.22961801290512085, -3.348162889480591, -3.166360378265381, -2.727344512939453, 1.5233386754989624, 2.7790584564208984, 2.089932441711426, 0.054495494812726974, -0.5533117055892944, 1.5342767238616943, 1.2225483655929565, 1.917020320892334, 0.23162192106246948, 1.802614688873291, 0.8450459241867065, 3.2280333042144775, -1.646155834197998, -1.7801365852355957, -2.6655020713806152, -0.9115671515464783, 4.819363594055176, -2.229494571685791, 2.1759510040283203, -2.609356164932251, 1.7292181253433228, -1.3803056478500366, -3.8355815410614014, 3.5548884868621826, 0.78448885679245, -1.6220800876617432]"
Решение по делу 1-8/2018 - 119 ч.1 - судья Кузьмина Екатерина Юрьевна - 19/01/2018 - РосПравосудие,judgement,"[0.12325838953256607, -0.13801456987857819, -2.340986728668213, 0.23025265336036682, -3.1792237758636475, 1.1292332410812378, 0.3196668028831482, 2.1207847595214844, -3.0481579303741455, 0.1877100020647049, 0.4442402124404907, -1.1323078870773315, 0.18191997706890106, 2.0264837741851807, 2.2547740936279297, -2.1607091426849365, 0.44216394424438477, -0.0910169929265976, 0.7813364863395691, 0.684990406036377, 0.35617631673812866, -0.47670966386795044, 1.3470244407653809, -2.105043649673462, 1.8021057844161987, -2.291947603225708, -2.686479330062866, 4.336126804351807, -0.5739507079124451, 0.9535372257232666, 1.532366156578064, 1.8980728387832642, -1.8926975727081299, 0.36389708518981934, -1.8364450931549072, 0.3502972722053528, -0.07862500846385956, 1.943865180015564, 0.8239166736602783, -1.1922575235366821, 0.5465877056121826, 0.05382990837097168, -1.4303146600723267, -0.8415752053260803, -1.7875502109527588, -1.110899567604065, -0.024801356717944145, 1.5469900369644165, -0.4993825852870941, -0.003072329331189394, 2.3894922733306885, -1.0514289140701294, 1.0579050779342651, 0.518420934677124, -0.937166690826416, -2.1913657188415527, -2.2594962120056152, 0.5831691026687622, -0.6327350735664368, -0.7948809862136841, 0.06809821724891663, -1.3555635213851929, 0.7185845375061035, 0.8606815338134766, -1.9965217113494873, 2.866713047027588, 0.6391621232032776, -1.1720973253250122, 1.2909806966781616, -1.4635885953903198, -1.09311842918396, -3.83817720413208, -2.6621246337890625, -2.0718753337860107, 1.5817272663116455, -0.3247630298137665, 1.468475341796875, -1.0966187715530396, 1.2089060544967651, 3.512936592102051, 1.4262943267822266, 1.2055517435073853, 4.990039825439453, 1.3324635028839111, 0.17447499930858612, 3.1533212661743164, 1.0972299575805664, 0.49602261185646057, -0.9284210205078125, -0.42389732599258423, -0.11472100019454956, -0.8935995697975159, 0.6356908679008484, -1.0867260694503784, 2.161574602127075, -0.6824987530708313, -1.9213404655456543, 2.406512975692749, -0.5563271045684814, 0.4374082386493683]"
Решение по делу 1-14/2018 - 119 ч.1 - судья Карташов Александр Анатольевич - 07/02/2018 - РосПравосудие,judgement,"[-0.5353865623474121, -1.0125658512115479, 0.797563910484314, -0.017265228554606438, -3.425153970718384, 1.7503327131271362, 1.658315658569336, 2.2613728046417236, -1.404532551765442, -3.4805233478546143, -0.5794034600257874, -3.748839855194092, -1.802797555923462, -0.2993185520172119, 2.202089548110962, -0.25565749406814575, -2.180757522583008, -2.4967825412750244, 0.45194220542907715, -1.3253306150436401, -1.9858585596084595, -1.420777440071106, 1.5913236141204834, 0.40561026334762573, 4.310101509094238, -1.463178277015686, 0.05615796893835068, 1.0504651069641113, -0.6520355939865112, 3.2412803173065186, -0.6889417171478271, -1.0194498300552368, -1.2630318403244019, 0.25628137588500977, 0.8364576697349548, -0.4505273103713989, 1.943832278251648, 0.7123200297355652, 0.8987012505531311, -0.12077324092388153, 1.8549543619155884, -0.2203689068555832, 0.7728361487388611, -2.8617618083953857, -1.1729921102523804, -3.294616937637329, 1.1214277744293213, -0.06592629849910736, -1.949305772781372, 0.005593697540462017, -0.850864052772522, 0.2165660858154297, -0.6411021947860718, 0.4484284818172455, -3.573403835296631, -1.023815393447876, -0.7755889892578125, -1.7272491455078125, 1.921579122543335, -2.186918258666992, -0.7874088287353516, -1.2825238704681396, 1.6801960468292236, 0.8180376291275024, -1.1574214696884155, 1.253610372543335, 0.7481665015220642, 0.0028463180642575026, 0.1752144694328308, -1.736960768699646, 0.03805026784539223, -0.5942120552062988, 0.5783080458641052, -2.3508079051971436, 3.321521759033203, 1.6922749280929565, 0.32879015803337097, 1.3413783311843872, 3.0236308574676514, 2.0065736770629883, 0.5355803370475769, -0.6897309422492981, 4.002812385559082, 2.042323589324951, -1.531999111175537, 0.984254002571106, 2.4899587631225586, 1.160125732421875, 1.3266299962997437, 3.0020697116851807, -0.909752368927002, 0.45017674565315247, 2.16756010055542, -1.715501070022583, 2.688976526260376, -3.4779999256134033, -2.0812692642211914, -1.1738890409469604, 0.35416749119758606, 0.05157896876335144]"
Решение по делу 1-1/2018 - 115 ч.1 - судья Казаков Дмитрий Александрович - 18/01/2018 - РосПравосудие,judgement,"[-1.6430469751358032, 0.15372979640960693, -2.319234609603882, -0.4344077408313751, 0.05197983235120773, -0.240769162774086, 0.2578291893005371, 2.888822078704834, -0.9013059139251709, -0.2607582211494446, -1.1227434873580933, 0.34849321842193604, -0.6160300374031067, 1.2700554132461548, 0.20355810225009918, 0.0444297157227993, -1.872795581817627, 0.9349596500396729, 0.9369171261787415, 0.47032633423805237, -1.2837930917739868, 1.295516848564148, 0.823486328125, -0.9423629641532898, 4.366856098175049, -1.5399497747421265, 0.0752144604921341, 0.3220394253730774, -1.1292829513549805, 0.7468094229698181, 2.022874355316162, 0.12343264371156693, -2.1505508422851562, 0.9875963926315308, -1.3552907705307007, -4.155300617218018, -3.4684016704559326, 1.093520164489746, 1.1018952131271362, -0.5210437178611755, -0.7570609450340271, -0.12195179611444473, -2.2025299072265625, -0.38650113344192505, -3.101660966873169, -1.440779447555542, -0.09369170665740967, -1.489572525024414, -1.3098392486572266, 0.8762844204902649, -0.6317556500434875, 0.5528721213340759, 1.959047794342041, -0.4090617597103119, -0.14826834201812744, 0.4766027629375458, -0.7874773144721985, 1.3459594249725342, 1.3113843202590942, -4.054081439971924, -0.2570182681083679, -2.2894458770751953, -1.315682291984558, 0.5309364199638367, -2.1099026203155518, 1.1761291027069092, -0.03585723415017128, -0.5310714244842529, -2.424809455871582, -1.8632118701934814, -1.0731061697006226, -0.7226353883743286, -0.21817883849143982, -0.44047775864601135, 1.5908854007720947, -1.331210970878601, 0.7264512181282043, -1.8561526536941528, 2.558119535446167, 3.4221694469451904, 4.027726173400879, -0.18345418572425842, 3.8941822052001953, 2.777682304382324, -0.8399496078491211, 1.2618972063064575, 1.8562077283859253, -2.0897929668426514, -1.7264574766159058, 2.473501682281494, -0.27566125988960266, 0.33325308561325073, -0.2492743730545044, -1.3917709589004517, 4.5683465003967285, -0.72486811876297, -0.7319622039794922, 2.084076404571533, 0.25678232312202454, 1.3218755722045898]"
Решение по делу 1-8/2018 - 264.1 - судья Духаев Юрий Сергеевич - 06/02/2018 - РосПравосудие,judgement,"[1.4116883277893066, -0.2927311956882477, -2.678969383239746, 1.9091993570327759, -0.13803760707378387, -0.23959136009216309, -2.272817373275757, 2.9217095375061035, 0.02660800889134407, -0.9424396753311157, -0.7252423763275146, -1.8452008962631226, -1.1295415163040161, 0.5830928087234497, -0.12127507477998734, -1.5069371461868286, -3.5743465423583984, -0.32154420018196106, 1.5776127576828003, 0.8611575365066528, -0.6693543195724487, 0.6586883068084717, 0.05631609261035919, 0.24907082319259644, 3.0349819660186768, 0.19765901565551758, -0.5299661159515381, 1.4443800449371338, -0.27247685194015503, 0.6407036185264587, -0.22329041361808777, 2.5206634998321533, 0.2796158194541931, 0.3561372756958008, 2.6584839820861816, 0.6850481033325195, 3.568077802658081, -0.019485916942358017, -1.0066779851913452, -2.2415826320648193, 3.7849295139312744, -0.7151864767074585, -0.6772708892822266, 0.31098833680152893, -0.4003799557685852, 0.014486956410109997, 0.009683594107627869, -2.020972490310669, -2.824906826019287, 1.4239740371704102, 2.1787750720977783, -3.535813331604004, -0.6091919541358948, -1.5437438488006592, -1.2122303247451782, -1.330109715461731, -0.20776185393333435, -0.9602121114730835, -1.5857486724853516, -0.9935751557350159, -2.5193259716033936, -2.3359944820404053, -2.0231196880340576, -0.025565477088093758, -4.009653568267822, 2.286323070526123, 0.870144784450531, -0.20022358000278473, 2.6887998580932617, -3.199355125427246, 0.28633591532707214, 1.0669647455215454, -4.562724590301514, -1.6775903701782227, 0.9845408797264099, 1.7926795482635498, 0.5478130578994751, 1.6839513778686523, 3.1428451538085938, 2.3223631381988525, -1.1769328117370605, -1.2509300708770752, 4.525351047515869, 3.146026134490967, -1.257505178451538, 0.5780301094055176, -0.7283378839492798, -1.5587319135665894, -1.3659299612045288, 1.1519619226455688, -2.590766429901123, -1.1339627504348755, -1.4115616083145142, -1.621117115020752, 0.2878879904747009, 2.0582375526428223, -1.1122753620147705, 1.5280662775039673, 1.2007670402526855, -2.974271774291992]"
Решение по делу 1-12/2018 - 119 ч.1 - судья Усынин Алексей Николаевич - 29/01/2018 - РосПравосудие,judgement,"[0.5759667158126831, -1.6262527704238892, -0.3474070727825165, 1.1831823587417603, -2.9246983528137207, -2.0898256301879883, -0.337827205657959, 1.815841555595398, -0.26698219776153564, -1.2408428192138672, -1.0345838069915771, 1.35134756565094, -1.538173794746399, -1.432104229927063, -0.03667373210191727, 0.5184458494186401, 1.6463937759399414, 0.5165268182754517, 0.17952677607536316, 1.4029045104980469, -2.983859062194824, 1.6156651973724365, -1.414500117301941, -2.1702733039855957, 0.5317149758338928, -1.2606364488601685, -1.6277004480361938, 2.7355380058288574, -4.160350322723389, 3.950441598892212, 5.5407633781433105, 3.1315886974334717, -0.04170799255371094, 0.9964423179626465, -0.13587506115436554, -0.5180712938308716, 2.3421292304992676, 1.754673957824707, 0.5811393857002258, -1.5450448989868164, -0.814155101776123, -3.106996774673462, 0.6642826795578003, 0.3863076865673065, -0.9556061625480652, -2.429171562194824, -1.4152264595031738, 0.5129084587097168, -4.11254358291626, 1.1427595615386963, -0.9792628288269043, -0.6057494878768921, 2.2576329708099365, 0.37749385833740234, -2.2430543899536133, -2.6013715267181396, -0.7780352830886841, 0.565053403377533, 2.374354839324951, -2.9888226985931396, -0.15429556369781494, -0.561461329460144, -0.3786746859550476, -2.7633166313171387, -0.5909825563430786, 1.1800352334976196, 0.20915798842906952, 0.1056414321064949, -3.1422109603881836, 0.7778682708740234, 0.8051536679267883, -2.6352744102478027, -3.0201644897460938, -2.3826212882995605, 3.559708833694458, -0.11091692000627518, 1.9422738552093506, -0.8405250310897827, 0.36044755578041077, 0.42233213782310486, 2.081047296524048, -1.5927541255950928, 5.061761856079102, 4.163425922393799, 0.1806623935699463, 2.413156747817993, 1.9559905529022217, 1.99538254737854, -1.957633137702942, 1.7275936603546143, -0.1175444945693016, -0.16777752339839935, -0.4017319083213806, 0.7609160542488098, 0.10925204306840897, -3.0544240474700928, -2.6285200119018555, 2.576305627822876, -0.15939456224441528, -1.2332203388214111]"
Решение по делу 1-12/2018 - 228 ч.1 - судья Ковалева Людмила Григорьевна - 07/02/2018 - РосПравосудие,judgement,"[0.24303610622882843, 0.6296195387840271, -0.8054051995277405, 1.5575908422470093, 0.1502401977777481, 2.7697112560272217, -0.7245473265647888, 1.0544456243515015, -0.8575359582901001, -0.35247302055358887, 0.38875341415405273, -4.135088920593262, -1.0265573263168335, 2.881207227706909, 3.362644910812378, -0.43413782119750977, -2.713756561279297, -0.10686713457107544, 2.8360273838043213, -1.336381196975708, -3.2149884700775146, -0.3404029607772827, 3.4404261112213135, -2.377946138381958, -1.2576664686203003, 0.29249459505081177, -1.2890045642852783, 0.03026265650987625, -2.9083430767059326, 3.9671108722686768, 2.851602792739868, -3.185972213745117, -2.4644341468811035, -0.22229628264904022, 2.448063850402832, 2.489638328552246, 1.6473636627197266, 1.7269641160964966, 1.940515398979187, -1.920482873916626, 3.2520856857299805, -0.7246189117431641, -4.096960544586182, -0.5503646731376648, 1.30240797996521, 0.25471752882003784, 0.9215047359466553, -2.640536069869995, -0.9099932909011841, -1.5334995985031128, -1.3167694807052612, -1.585180401802063, -2.444286823272705, 1.1284828186035156, -2.4002580642700195, -1.4930757284164429, -0.3576613962650299, 0.012056270614266396, -0.20086796581745148, -1.7493832111358643, 0.23800379037857056, 0.2505533993244171, 0.6861791014671326, 2.369349956512451, -1.5651590824127197, -0.0379740372300148, -0.04590732976794243, -0.8090885877609253, -0.5560203790664673, -0.17792224884033203, -0.6620916128158569, -0.8187460899353027, -2.4176156520843506, 0.23992373049259186, 0.987169086933136, 1.8881611824035645, 1.0315232276916504, 1.1693843603134155, -0.1994074285030365, 0.5688577890396118, 1.4462686777114868, 1.882683277130127, 4.237264633178711, -1.6622414588928223, -0.42601266503334045, 2.024075984954834, -1.1698317527770996, -1.9353388547897339, -2.366060733795166, -0.34122326970100403, 3.8243279457092285, -0.348563551902771, -2.2381248474121094, -2.8299224376678467, 1.0744136571884155, -1.640254020690918, -1.0548290014266968, 0.34261319041252136, -0.5227335691452026, -0.7178969383239746]"
Решение по делу 1-161/2018 - 228 ч.1; 232 ч.1 - судья Левченко Елена Александровна - 15/02/2018 - РосПравосудие,judgement,"[-3.191443920135498, -1.9409606456756592, -2.9887890815734863, 1.9125982522964478, 1.8656905889511108, -1.7338025569915771, -2.278226852416992, 2.975658416748047, -3.7360761165618896, 1.9997305870056152, 1.0606261491775513, 0.037721194326877594, -2.1875827312469482, 0.657363772392273, 3.421846628189087, -0.18164582550525665, -3.897862195968628, -0.8123600482940674, 2.767822027206421, 2.3706271648406982, -2.091628313064575, -1.764108657836914, -1.6106998920440674, -6.975507736206055, 2.8749823570251465, 4.234191417694092, -2.5167086124420166, 0.588621199131012, -2.1679930686950684, 1.6842864751815796, 2.005667209625244, -1.6292616128921509, -0.6789939403533936, 0.9185413718223572, -1.8789210319519043, -0.8455337882041931, 1.005265235900879, 2.9307641983032227, 1.7370498180389404, -3.637622833251953, 2.2496376037597656, 0.9871010780334473, -2.5225160121917725, -3.1760783195495605, 0.6373381614685059, 2.3959996700286865, 2.5041794776916504, -3.519402503967285, 0.19233669340610504, 1.9095203876495361, 2.139026641845703, -2.83428692817688, -2.60162091255188, -0.2518360912799835, -0.7786376476287842, 1.354124903678894, 0.7709734439849854, -0.03876931220293045, 1.3642778396606445, -1.2129327058792114, -0.42340579628944397, -0.3007233440876007, -4.1622724533081055, 1.855900764465332, 2.036508083343506, 1.1209684610366821, 1.9636213779449463, -1.939966082572937, -3.444387674331665, -2.660303831100464, 0.6583462357521057, -0.5017379522323608, 0.5442967414855957, -0.8893468379974365, 2.110215663909912, -2.695948362350464, 0.09509921818971634, -0.04848916456103325, -0.4760124385356903, 1.8284412622451782, 0.8033196330070496, 1.6253279447555542, 2.058762550354004, -1.94387948513031, 3.488741397857666, 4.648916244506836, -1.0971400737762451, -1.1129786968231201, -1.9287211894989014, 0.4352242648601532, 1.839332103729248, 0.5498079657554626, -0.3363407254219055, -1.773764967918396, 1.7186825275421143, 1.851247787475586, -0.8669247627258301, 0.14187197387218475, -1.292954444885254, 1.1745375394821167]"
