name,source,vectors
Решение по делу 1-14/2018 - 119 ч.1; 112 ч.2 п.; 115 ч.2 п.в - судья Воеводина Юлия Николаевна - 31/01/2018 - РосПравосудие,judgement,"[3.799222469329834, -2.7697606086730957, -2.3546206951141357, -2.1438426971435547, -1.8489209413528442, 1.629111886024475, -3.303969144821167, 1.2646794319152832, -0.2635141611099243, 0.6345528960227966, -3.95339035987854, -0.08782103657722473, 1.4752752780914307, 0.8654877543449402, 2.8862342834472656, 1.1444920301437378, 0.4177967607975006, -3.583386182785034, 3.1222012042999268, -0.4366406202316284, 3.0939552783966064, 5.151431083679199, -3.1005735397338867, -1.9739270210266113, 1.6701282262802124, 0.24525263905525208, -1.6547414064407349, 0.537299633026123, -3.3555469512939453, 0.23524509370326996, 2.7721824645996094, 2.442436695098877, -2.196510076522827, 2.3624448776245117, 1.6185719966888428, -2.7105464935302734, -1.0672725439071655, 0.7825443744659424, -1.3885833024978638, -1.930525779724121, -3.4621596336364746, 3.3647301197052, 2.31645131111145, -0.538471519947052, -0.6916800141334534, -0.36662232875823975, 0.3802751898765564, 1.6621428728103638, -2.1789116859436035, 2.0830938816070557, 0.13770049810409546, -1.174647569656372, -1.4118577241897583, -3.5002238750457764, 0.23952367901802063, -0.30243152379989624, -4.745639324188232, 3.6259140968322754, -0.7518154978752136, -2.653700828552246, -0.6232474446296692, -1.1109132766723633, 2.1717851161956787, -0.19655048847198486, 1.1729929447174072, 2.9225707054138184, 2.5664381980895996, -2.1607136726379395, -1.0373319387435913, -2.2160911560058594, 1.1216986179351807, -2.1042282581329346, 0.9476024508476257, -2.1375954151153564, 2.2157959938049316, -2.2921838760375977, 0.3544219434261322, -0.2785215973854065, -1.2094630002975464, 0.026399051770567894, 3.307467460632324, 0.03762548044323921, 1.2229565382003784, -3.8115525245666504, 1.8618149757385254, 2.4099113941192627, -0.20700296759605408, 0.930366039276123, -1.8968358039855957, 3.4705066680908203, 2.586052417755127, 1.68239426612854, 1.9005732536315918, 1.510812520980835, 3.7241525650024414, -3.124556303024292, 0.3560876250267029, 0.7845365405082703, -1.1940981149673462, -1.4766981601715088]"
Решение по делу 1-2/2018 - 115 ч.1 - судья Майданов Роман Владимирович - 06/03/2018 - РосПравосудие,judgement,"[1.9957642555236816, -0.814704954624176, 2.104567766189575, 1.6250724792480469, -3.1848130226135254, 3.2769229412078857, -1.29458487033844, 0.845192551612854, -3.7800235748291016, -1.7318788766860962, 1.0631014108657837, 0.07436051219701767, 1.1156882047653198, 2.327338218688965, 0.6651219725608826, -1.34231698513031, -1.5595526695251465, -2.147406578063965, 3.143453359603882, 0.4376358091831207, 1.2925009727478027, 1.9298559427261353, -0.5789061188697815, -0.6869717240333557, 2.2231431007385254, -1.8681857585906982, -3.961214303970337, 3.9480254650115967, 0.10853949189186096, 1.5996317863464355, 4.469440460205078, 0.5330252647399902, 0.16183114051818848, 3.5066473484039307, 0.29668089747428894, -2.0207111835479736, 3.9687247276306152, 1.6969728469848633, -0.9998219609260559, -1.3083038330078125, -0.0020746819209307432, -0.38635924458503723, 2.6793038845062256, -3.876497268676758, -0.9943495988845825, 1.1066837310791016, 2.2208642959594727, -3.677234649658203, -2.2868380546569824, 0.6932970285415649, 1.7872402667999268, 0.8755519390106201, -2.487725257873535, -1.7508963346481323, -0.13975287973880768, -2.3293135166168213, 0.5596909523010254, 0.8506785035133362, -1.8222402334213257, -1.7677797079086304, -1.2458713054656982, -2.1679859161376953, 0.5472579598426819, -1.7099899053573608, -1.448965072631836, -1.1445868015289307, 0.18121759593486786, 1.0452238321304321, -5.573063373565674, 0.6737199425697327, 0.5199546813964844, -2.859907627105713, -0.7108360528945923, 2.184757947921753, 2.1767916679382324, -3.294361114501953, 2.348228931427002, 2.461369514465332, -3.0600664615631104, 2.3601861000061035, 0.3168916702270508, 0.49552813172340393, 3.168649911880493, 2.0574748516082764, -1.557936429977417, 2.4322848320007324, -1.2365422248840332, -0.1270563155412674, -1.347169041633606, -1.0801396369934082, -0.7893446087837219, 1.3298133611679077, -2.610619068145752, -1.7831884622573853, 0.9524741172790527, 1.0378773212432861, -2.0522398948669434, -1.3117296695709229, -0.48988962173461914, -2.2755370140075684]"
Решение по делу 1-3/2018 - 157 ч.1 - судья Быстрова Елена Юрьевна - 18/01/2018 - РосПравосудие,judgement,"[0.09341732412576675, -1.7031443119049072, -0.7121903300285339, -2.486152172088623, -1.2041981220245361, 0.624052107334137, -5.211768627166748, -1.1215240955352783, 4.305191516876221, 2.643676280975342, 0.4665735065937042, 1.4765613079071045, -1.8280235528945923, -0.10410050302743912, -0.16556523740291595, -1.8190569877624512, 0.5900461673736572, 1.0467627048492432, 0.5100323557853699, 1.5174869298934937, -0.6577043533325195, 1.1091769933700562, 0.004815495572984219, -2.481093645095825, 0.4107818305492401, 0.8899062871932983, -0.6620521545410156, 0.9601053595542908, 1.7521917819976807, -0.5855164527893066, 3.8043622970581055, 0.20353204011917114, -2.0395073890686035, -2.4230146408081055, 3.658231735229492, -4.594191551208496, 1.225055456161499, 1.0840708017349243, 2.338000535964966, 3.0546727180480957, -0.700455904006958, 2.427069902420044, -0.345030814409256, -0.09429099410772324, 1.9596178531646729, -3.852092742919922, 0.5246378779411316, 1.0845950841903687, -1.7035651206970215, 0.6516584753990173, 4.191534042358398, 0.33914703130722046, -0.3064500689506531, 5.256714820861816, -0.9413992166519165, 1.8466798067092896, -1.7448759078979492, 1.1399229764938354, 3.856877088546753, -5.428426742553711, -0.7025185823440552, -0.17457954585552216, 0.5208342671394348, 2.1960391998291016, 0.5052004456520081, -1.4463510513305664, 0.7779179215431213, -3.956437587738037, -1.1423174142837524, 0.09262079000473022, 0.43740832805633545, -2.058180332183838, -1.5729167461395264, -3.4503324031829834, 1.5414024591445923, 0.23477454483509064, -1.6751283407211304, 2.829852819442749, -3.6032869815826416, -0.0452362522482872, 0.9011033773422241, -0.12061955034732819, 2.2850136756896973, 4.265639781951904, 0.7042573094367981, -0.8093494772911072, -0.4542157053947449, 0.09697417914867401, -2.610105514526367, 1.3317077159881592, -3.386263370513916, 0.5727368593215942, -0.9691998958587646, -1.32579505443573, -2.218215227127075, -0.47371920943260193, 1.0538705587387085, -2.221881628036499, -2.0802249908447266, -1.9696015119552612]"
Решение по делу 1-7/2018 - 264.1 - судья Евграфова Марина Васильевна - 02/02/2018 - РосПравосудие,judgement,"[-1.552182912826538, -1.6242583990097046, -1.291537880897522, 0.07747876644134521, -1.628691554069519, -0.6514113545417786, 1.0705796480178833, -0.5745754837989807, -2.6404614448547363, -0.9388266801834106, 1.3472323417663574, -1.860145926475525, 2.8467061519622803, -0.7468355894088745, 0.8081461787223816, -1.1124036312103271, -2.8049802780151367, 1.3168431520462036, 0.3815065622329712, 1.571772813796997, -4.044611930847168, 0.4430205225944519, -0.702165961265564, 0.39241597056388855, 3.5924010276794434, 0.6624442338943481, 1.7140945196151733, -0.09855560958385468, -2.513401508331299, -2.2217025756835938, 0.8157411813735962, 4.597559928894043, -0.8863233923912048, -0.23202736675739288, -0.2577827572822571, 0.8889011740684509, -1.2524703741073608, 5.534823417663574, 1.6772432327270508, 1.3797943592071533, 2.1814661026000977, 0.7913438677787781, 2.6745221614837646, -1.4972562789916992, 0.9397610425949097, -2.7258689403533936, 0.30160513520240784, -2.3115782737731934, -3.9195661544799805, 0.8992706537246704, 3.5660433769226074, -3.092858076095581, -2.6223130226135254, 0.8342573642730713, 0.33330073952674866, 2.022141456604004, -2.200422763824463, -2.068192481994629, 2.7362430095672607, -1.3403061628341675, -0.5317131876945496, -2.186081647872925, -1.1665233373641968, 2.7668583393096924, 0.19732102751731873, -0.9377780556678772, 2.8345189094543457, -3.7091195583343506, -0.00626144977286458, -0.8048350214958191, 1.8609124422073364, -2.8661394119262695, -3.0657835006713867, -2.932002544403076, 2.235354423522949, -3.014893054962158, -0.79277503490448, 1.6427170038223267, 2.269163131713867, -2.0827720165252686, -0.6444848775863647, -0.6093521118164062, 3.4288580417633057, 3.085075616836548, -0.6422134041786194, 0.7112671136856079, -1.1636730432510376, 0.5704089403152466, -0.14842960238456726, 1.8664888143539429, -0.8263992071151733, -2.7119195461273193, -0.39206430315971375, -3.0363762378692627, 1.143051266670227, 0.06601673364639282, 4.194441318511963, 0.8756990432739258, -1.9413561820983887, -1.742779016494751]"
Решение по делу 1-3/2018 - 167 ч.1 - судья Черноградская Вера Николаевна - 25/01/2018 - РосПравосудие,judgement,"[-3.5320980548858643, -0.22040630877017975, -2.961308002471924, -0.3618199825286865, 0.17224937677383423, 1.4697380065917969, 1.145339012145996, -1.2599648237228394, 3.102748155593872, -0.5501031279563904, -1.7253066301345825, -0.564712643623352, 3.0294156074523926, -1.8687703609466553, -2.2775139808654785, 1.044264316558838, 0.47574862837791443, 1.3985142707824707, 2.0415730476379395, -0.22200866043567657, 1.1482380628585815, 1.5948197841644287, -0.3306846618652344, -0.318346232175827, -4.700854778289795, -0.2961997091770172, -3.3546383380889893, -1.311895728111267, 0.9576837420463562, -0.36068007349967957, 5.376293659210205, 3.2212283611297607, 0.43761104345321655, -0.7746307849884033, 0.9332302808761597, -3.6277916431427, 1.4097262620925903, 2.0343270301818848, -1.3355416059494019, 2.9628024101257324, -4.014586925506592, -0.21410176157951355, 1.7598023414611816, -0.6089305281639099, 2.320521831512451, -3.1992361545562744, -1.4827308654785156, 1.518530011177063, -4.646382808685303, 1.2291851043701172, 0.8890048861503601, -3.904270648956299, -0.5061882734298706, -0.4938774108886719, -4.842926025390625, -0.6196344494819641, -4.996152877807617, 1.6496962308883667, -1.649633526802063, -0.5149786472320557, -0.8562633395195007, -3.363539695739746, 0.39756327867507935, 0.7867749333381653, -0.030261488631367683, -1.4432752132415771, -0.08285855501890182, -3.344245433807373, 1.8375539779663086, -0.21227963268756866, -0.26537448167800903, -1.5144041776657104, -0.7559424042701721, 1.5395197868347168, 2.082200050354004, -1.523457407951355, -1.7923520803451538, 0.44836777448654175, -0.25880569219589233, 0.6340004801750183, 2.2252659797668457, -3.0897676944732666, 0.9369072318077087, 2.500767707824707, 3.744986057281494, 1.442781686782837, -0.630484938621521, -0.5191929936408997, 0.0037776899989694357, 1.6996017694473267, -3.459106206893921, -0.8190379738807678, 1.5401017665863037, 0.09597580879926682, -0.5085519552230835, -1.5294686555862427, 0.6874653697013855, 2.412716865539551, 2.5058834552764893, -1.2595175504684448]"
Решение по делу 1-1/2018 - 264.1 - судья Козина Татьяна Вячеславовна - 29/01/2018 - РосПравосудие,judgement,"[1.0401456356048584, 1.3598285913467407, 1.7560689449310303, -2.593925952911377, 0.009283162653446198, 1.0611286163330078, 0.49852076172828674, 0.9544686675071716, 0.8081262707710266, 1.0039823055267334, -0.9902356266975403, -2.626798629760742, -2.324678659439087, 0.9400153160095215, 1.252063274383545, -1.0344820022583008, 0.5672137141227722, 0.7016631364822388, 1.0108672380447388, 0.6915622353553772, -1.3315277099609375, 1.7355059385299683, -0.38962119817733765, 1.6085548400878906, 0.9746603965759277, 3.2840442657470703, -1.6425689458847046, 3.715677499771118, -1.3989429473876953, 2.3543319702148438, 1.6030840873718262, 3.9495689868927, -1.017754316329956, -0.13634459674358368, -0.2723420560359955, -0.11548791080713272, 0.5904987454414368, 2.711778402328491, 1.1683427095413208, 0.3131617605686188, -1.9404851198196411, 0.0745377466082573, -0.9189205765724182, 2.0175797939300537, -3.486645460128784, 0.17218151688575745, 0.6197954416275024, -0.2307538390159607, -4.318828582763672, -0.7686136960983276, 1.039215087890625, -1.574253797531128, 2.017691135406494, -0.6517226696014404, -3.5832502841949463, 3.4527459144592285, -1.4908608198165894, -2.3029913902282715, 2.24851131439209, -2.1223368644714355, -2.6600544452667236, -0.3459419012069702, 0.9701442122459412, -1.2154971361160278, -0.6602264046669006, 0.5912414193153381, 1.0867514610290527, 0.8117408156394958, 0.6210231781005859, -3.5158355236053467, 3.5353786945343018, -0.4761045575141907, -2.4918558597564697, -0.10716479271650314, 0.9898891448974609, 1.065203070640564, -1.5917696952819824, 0.02576019987463951, 1.7362278699874878, 1.765424370765686, 1.3396117687225342, 0.0767187774181366, 3.206026554107666, 0.48405399918556213, -1.7413980960845947, 0.08810614794492722, -3.9725728034973145, -0.36982908844947815, -0.8417448997497559, -1.4314146041870117, 0.380541056394577, 0.5670499205589294, -0.6299667358398438, -1.836804986000061, 2.8322126865386963, 1.5036312341690063, -0.909316897392273, -0.9632096886634827, -3.356778383255005, -2.204693555831909]"
Решение по делу 1-3/2018 - 264.1 - судья Костерина Таисия Геннадьевна - 31/01/2018 - РосПравосудие,judgement,"[-2.344102621078491, 0.8944168090820312, 0.40231308341026306, -3.297994613647461, -0.8132530450820923, 0.23354485630989075, -1.1052651405334473, -0.21280454099178314, 1.0376386642456055, 0.1564527153968811, 0.4492785334587097, -2.487445116043091, -0.6197042465209961, -0.6810051202774048, 3.629993438720703, 0.570663332939148, 1.425392746925354, -2.7951927185058594, 0.06466695666313171, 1.9800125360488892, -1.0064516067504883, 0.3777492940425873, -2.1577718257904053, -1.7133092880249023, -0.10862553864717484, -0.16216760873794556, -1.485827922821045, 2.836217164993286, 0.4895077347755432, 0.6641010642051697, 2.883035182952881, 3.7902333736419678, 2.2692060470581055, 1.1479352712631226, -1.5545028448104858, -1.3515135049819946, 2.439708709716797, 2.714033842086792, 0.026180343702435493, -0.9658662676811218, -1.8823729753494263, 2.5169754028320312, -0.3679232597351074, 1.561941385269165, -2.2551028728485107, -0.5392458438873291, 2.044579267501831, 0.7479231357574463, 0.09514018893241882, 0.30986931920051575, 1.5180914402008057, -0.6945609450340271, -1.0171560049057007, -1.1457712650299072, -0.7752873301506042, 2.782564878463745, -1.2986301183700562, 2.3223555088043213, -1.256101131439209, -5.6488423347473145, -0.29591232538223267, -3.119704246520996, 2.0418176651000977, 1.0202113389968872, -0.13305045664310455, 0.8470330238342285, -0.629952073097229, -0.9378528594970703, -0.11953884363174438, -1.4869943857192993, -0.08680982142686844, 0.23882031440734863, -2.614417314529419, -2.08648419380188, 2.6319823265075684, -0.8089931011199951, 1.0137042999267578, -0.31892645359039307, -0.9879831075668335, 0.24019719660282135, 0.3612448275089264, -0.9919911623001099, 2.9519591331481934, 0.053073618561029434, 0.6806067228317261, 3.0552122592926025, 0.13299360871315002, -0.3438146114349365, -1.772534728050232, 0.11551672220230103, 0.08787576854228973, 0.46189531683921814, 3.827221155166626, -1.2353172302246094, -0.778922438621521, 0.5679552555084229, -1.795375943183899, -1.9377797842025757, -0.5076398849487305, -2.867638349533081]"
Решение по делу 1-56/2018 - 158 ч.2 п.б; 158 ч.2 п.в; 158 ч.2 п.в - судья Анисимова Г. А. - 12/03/2018 - РосПравосудие,judgement,"[-5.46051025390625, -0.515524685382843, -0.6981599926948547, 0.15809200704097748, -1.7884092330932617, 3.9035022258758545, 0.9074363708496094, -1.4564114809036255, 0.221112459897995, 0.14753830432891846, -2.2629544734954834, -3.6030795574188232, 5.156729221343994, -0.03730885684490204, 2.486091136932373, 1.454397201538086, -6.563253879547119, -2.9425206184387207, 3.2064530849456787, -1.2853929996490479, -2.573181390762329, 2.5675888061523438, -1.4118874073028564, -1.7595399618148804, 1.8848860263824463, 2.8043150901794434, 1.5771225690841675, 6.640324592590332, 4.085712909698486, -2.8255221843719482, 2.730313539505005, 0.19005146622657776, -4.57454776763916, 3.889829397201538, -0.8639464974403381, 0.34120333194732666, 0.14181160926818848, -0.34360530972480774, -0.2519974410533905, 0.12290799617767334, -4.782167434692383, -3.525456190109253, 2.822108507156372, -1.7399792671203613, -2.3737940788269043, -4.143315315246582, 1.2700189352035522, -3.2720420360565186, -3.8631443977355957, 0.8623356819152832, 3.4916627407073975, -0.8210415244102478, 5.195378303527832, 1.3706140518188477, 2.6412127017974854, -2.6959152221679688, -1.059495449066162, 0.759634792804718, -1.0198376178741455, -0.6614599823951721, -3.458061456680298, -1.2899110317230225, -0.26261159777641296, 1.6280465126037598, -0.24535319209098816, 0.18656839430332184, -2.7709600925445557, -3.7395076751708984, 2.5592734813690186, 1.2083256244659424, 2.43611216545105, 1.4801146984100342, 1.4103337526321411, 3.2534892559051514, 5.587661266326904, 3.1683876514434814, -1.1388859748840332, 2.3965046405792236, 0.22552959620952606, 2.15981125831604, 1.4449701309204102, -0.4789416790008545, 6.159461498260498, -0.15735840797424316, 0.49299365282058716, 1.6174695491790771, 1.2401199340820312, -3.4182658195495605, -1.4589051008224487, 1.775191068649292, -2.031602621078491, -1.4384543895721436, -0.20702619850635529, -3.366297721862793, 2.176650285720825, 4.196428298950195, -0.9210056662559509, 1.450466275215149, 1.4142323732376099, -2.5345849990844727]"
Решение по делу 1-19/2018 - 264.1 - судья Танцерев Дмитрий Александрович - 12/03/2018 - РосПравосудие,judgement,"[2.1240344047546387, 1.203322410583496, 0.09917528927326202, -2.5223116874694824, -2.140606641769409, 3.249480962753296, -2.2376492023468018, 2.734139919281006, -0.9931791424751282, 0.6039000749588013, -0.21617978811264038, 0.288804829120636, 0.9891524910926819, -1.522781252861023, 0.897545576095581, -0.4352039396762848, -0.7426642179489136, 0.051561105996370316, 0.7975897789001465, -0.08308666944503784, -0.4653560519218445, 2.9529292583465576, 0.1547359824180603, -1.214777946472168, 0.8406805396080017, 1.303679347038269, -1.3910237550735474, -1.4594324827194214, -1.0330747365951538, -0.5505490899085999, 1.1149771213531494, 1.0928760766983032, -2.01638126373291, 0.00024379437672905624, 0.02297181449830532, -0.843011736869812, -0.7269958257675171, 1.3333228826522827, -0.40947628021240234, -1.3784575462341309, -2.2835049629211426, 1.4253193140029907, 2.074190855026245, 1.6542911529541016, 0.9482997059822083, 1.953887701034546, -0.4413761496543884, 1.2035324573516846, -2.8574953079223633, 1.5792498588562012, 2.637455463409424, -0.8180816769599915, -0.012326701544225216, 2.8468799591064453, -1.7705658674240112, -0.1187969446182251, -1.7009246349334717, 0.3969516158103943, 4.069204330444336, -0.21381549537181854, -2.104792356491089, 0.17173747718334198, 1.0370632410049438, 2.6820144653320312, 0.695650577545166, 2.676710605621338, -1.8112071752548218, -2.414583921432495, -0.4586387276649475, -1.597137689590454, -0.9883517622947693, -3.9259142875671387, -2.8301475048065186, 1.5426387786865234, 5.116296768188477, -0.7851974964141846, -1.1071642637252808, -1.1809262037277222, 0.8846110105514526, -0.08101651072502136, 0.3370070457458496, 1.5771428346633911, 1.762401819229126, 2.562248945236206, 0.5534040331840515, 1.180187702178955, 0.016821229830384254, -2.3069908618927, -0.9251805543899536, 1.384211778640747, -2.6218273639678955, 3.4184350967407227, 0.8545268177986145, -1.9984618425369263, -0.22135676443576813, 1.3852859735488892, 1.1348551511764526, 0.9009107947349548, -3.7670578956604004, 0.7929834127426147]"
Решение по делу 1-11/2018 - 264.1 - судья Вашкевич Ирина Петровна - 12/03/2018 - РосПравосудие,judgement,"[-2.0779223442077637, 0.04686477780342102, -1.005109190940857, 0.9904157519340515, -1.527355432510376, -1.6070369482040405, -0.3349093496799469, 0.44900593161582947, 3.370161771774292, 1.2420310974121094, -0.768044650554657, -0.44293519854545593, -1.8807648420333862, -1.4248169660568237, 2.4028854370117188, 0.8723040819168091, 1.709165334701538, -0.5003929734230042, 0.325252503156662, 0.3770502507686615, -2.9416515827178955, 2.8987367153167725, -0.762812077999115, 0.744156002998352, -1.0974915027618408, 2.110787868499756, -2.4239580631256104, 3.5671300888061523, -2.553281784057617, -0.17579951882362366, 2.0691919326782227, 2.598696231842041, -0.9553220868110657, -0.3237130641937256, -1.099226713180542, -1.9864957332611084, 1.3036675453186035, 3.407196283340454, -0.014843669719994068, -1.0932985544204712, -3.4986822605133057, 0.54696124792099, 1.0565482378005981, 0.19752854108810425, -0.002237547654658556, -2.789238691329956, 1.3843566179275513, 0.2465958446264267, -1.0088342428207397, 1.721972942352295, 1.2492135763168335, -2.715240955352783, -1.907666802406311, 0.8671178817749023, -0.947146475315094, 0.9219651222229004, -2.0892152786254883, -0.13702552020549774, -0.039106789976358414, -2.8072216510772705, -2.9331376552581787, -2.033360481262207, 0.08428502082824707, 2.6946969032287598, -2.346386194229126, 0.7583085894584656, 0.6652974486351013, 0.011970863677561283, 2.941161632537842, -2.268876552581787, 0.5363482236862183, 0.04985900968313217, -2.2617387771606445, -0.8552190065383911, 3.5194337368011475, -2.8261945247650146, -0.6129868030548096, 1.354442834854126, 0.6171234846115112, -1.1811116933822632, -0.5983421802520752, 1.7972427606582642, 1.9790034294128418, 3.2124483585357666, 2.958850622177124, 3.0338125228881836, 0.5716719031333923, -0.4280334711074829, 1.0471973419189453, 1.0534851551055908, -1.9708552360534668, -0.8337539434432983, 3.608781337738037, 0.6539932489395142, -0.2560497522354126, -2.1234495639801025, 0.7580390572547913, -0.23408903181552887, 0.47107306122779846, -2.066640615463257]"
Решение по делу 1-8/2018 - 228 ч.2 - судья Куминов В. В. - 05/03/2018 - РосПравосудие,judgement,"[0.8705068826675415, -0.4210970103740692, -2.8523342609405518, -0.6354905366897583, -0.3112497925758362, 1.0547618865966797, 1.17909836769104, 0.40198075771331787, -0.006360349245369434, -1.8017613887786865, -0.35177305340766907, 1.4312241077423096, -0.7852516770362854, 0.2721966505050659, 0.7505083680152893, -0.3940426707267761, -1.4209486246109009, 1.9551422595977783, 1.9627338647842407, 0.4806726574897766, -0.4850289821624756, -0.2769816219806671, 0.8195523619651794, -2.138728618621826, 2.215282917022705, -2.182138681411743, 0.17448148131370544, 1.6844642162322998, 2.427258014678955, 3.4581868648529053, 3.227977752685547, 1.2830270528793335, 1.012761116027832, 0.1159011498093605, -0.9312602281570435, 2.968379497528076, 0.23535065352916718, 0.5362255573272705, 0.24416987597942352, -0.32747405767440796, 1.2940460443496704, -0.5848701000213623, 2.397719144821167, -0.8696736097335815, 3.402726173400879, 3.397852659225464, 1.5814176797866821, -3.6605491638183594, -1.175321340560913, 3.265115737915039, 3.665682792663574, -0.8824530243873596, 0.44198736548423767, -2.012094736099243, -1.66545569896698, 0.39144259691238403, -0.9994247555732727, 0.699613630771637, 2.8118488788604736, 0.13668885827064514, -1.2925406694412231, -3.0176126956939697, 0.9457171559333801, 3.513024091720581, -2.6803183555603027, -1.9141709804534912, -0.03267630934715271, -0.1289600431919098, 1.604888916015625, -2.4197897911071777, -0.29089638590812683, 1.3404979705810547, 0.7860108613967896, 1.0668237209320068, 2.9511797428131104, 0.41491609811782837, -0.6776286363601685, 0.011315090581774712, -0.8507105708122253, 1.9300057888031006, -1.85936439037323, 2.3818399906158447, -0.23667648434638977, 2.9744579792022705, 3.023507833480835, 2.2135608196258545, 0.17392879724502563, -0.3015144467353821, -2.3256802558898926, 2.593355417251587, -4.066753387451172, 0.9407939910888672, 0.8668600916862488, -0.1804952621459961, 0.9060458540916443, 3.204735040664673, -2.737948417663574, -1.7290725708007812, -1.8202667236328125, -4.5486321449279785]"
Решение по делу 1-11/2018 - 264.1 - судья Ахтырский Александр Александрович - 13/02/2018 - РосПравосудие,judgement,"[1.6411826610565186, 1.6452940702438354, -1.5580384731292725, -0.25122734904289246, -3.1703782081604004, 0.14373081922531128, -1.0338462591171265, -1.494725227355957, 0.2298639565706253, -0.9804366827011108, 0.6438564658164978, -1.9145809412002563, -0.06255947053432465, -0.9509241580963135, -1.2550076246261597, 1.229966163635254, 0.3546728193759918, -1.8659439086914062, 2.757575511932373, 1.219035029411316, -1.9445534944534302, 4.2485032081604, -0.06874501705169678, 0.4898126423358917, -0.5889382362365723, 0.6861881613731384, 0.4647780656814575, -1.0542948246002197, -0.655380129814148, 0.8570126891136169, 1.194966197013855, 1.222039818763733, -0.9164599180221558, -1.0490018129348755, -1.8198187351226807, -2.3613414764404297, -1.5400203466415405, 6.126117706298828, 1.9542462825775146, -1.4706841707229614, 1.2363677024841309, 0.46658602356910706, -1.8032673597335815, -2.235372543334961, -2.2855095863342285, -1.7319763898849487, 0.9725220203399658, -1.4573255777359009, 1.0497374534606934, 0.7748293280601501, 3.7256627082824707, 0.376286119222641, 0.7440975904464722, -2.1697959899902344, -3.0722875595092773, -0.24707500636577606, 0.37569355964660645, -0.020232651382684708, 3.6624724864959717, -4.924389362335205, -3.4251325130462646, -1.7599812746047974, -0.3288865387439728, 1.653205394744873, 2.8263933658599854, -4.500864028930664, 2.451448917388916, 0.32262545824050903, -0.006170063279569149, -1.8224290609359741, 2.759842872619629, -1.8831956386566162, -3.5040526390075684, -0.20743559300899506, 1.048158049583435, 1.5157506465911865, -0.10782835632562637, 1.6203811168670654, 2.2029707431793213, 1.5082343816757202, 3.3359713554382324, 4.123001575469971, 2.3548803329467773, 0.6072936058044434, 0.48942846059799194, 0.8433490991592407, -0.5575092434883118, -0.3292843699455261, -3.662510871887207, 2.064648389816284, 1.0704047679901123, 0.29816362261772156, 1.489763855934143, -1.0733084678649902, 1.0685226917266846, 0.11036591976881027, 2.039377212524414, -0.041098643094301224, 0.4819791316986084, -2.462167978286743]"
Решение по делу 1-7/2018 - 264.1 - судья Гузовина Татьяна Владимировна - 18/01/2018 - РосПравосудие,judgement,"[0.28159844875335693, 2.273099422454834, -1.6185805797576904, -3.5985450744628906, -1.3703099489212036, 1.3808404207229614, -2.501312255859375, 3.035414457321167, 5.456293106079102, 3.8412580490112305, -2.3059611320495605, -2.996398687362671, 0.11807533353567123, -0.5944799780845642, 0.6573449373245239, -0.7364822030067444, -1.9219253063201904, -0.42095378041267395, 4.016983985900879, 2.259096384048462, 0.8790466785430908, -2.980726480484009, 2.5182974338531494, -1.6845765113830566, 0.9538173675537109, -0.4022509753704071, 1.3529154062271118, 0.8444855809211731, -1.0176090002059937, -1.0182304382324219, 1.1399632692337036, 1.680054783821106, 0.02439786307513714, -0.9808634519577026, -0.780093789100647, 1.0386035442352295, -0.6471303105354309, 2.6010165214538574, 0.6609371900558472, 0.7096022963523865, -1.2783788442611694, 2.371985912322998, -0.7577015161514282, 1.0926969051361084, 0.5690869092941284, -2.2529585361480713, 1.87348473072052, -2.8057351112365723, -2.743896961212158, -0.8434739112854004, 1.0817160606384277, -4.393943786621094, 0.32884058356285095, -2.333603620529175, -0.6207807064056396, -0.6229455471038818, -3.6263363361358643, -0.8292183876037598, 3.5800533294677734, -3.322044610977173, -1.5796066522598267, -0.8182181715965271, 2.6871321201324463, 3.340423345565796, -2.5630152225494385, 3.0623233318328857, 0.7671665549278259, 2.0301036834716797, -1.5916121006011963, -1.5289469957351685, 1.7325221300125122, 1.0366380214691162, -4.050719738006592, -2.538478136062622, 3.7020175457000732, -0.3213984966278076, -2.1890833377838135, -0.7909088730812073, 0.34094229340553284, -0.7865023016929626, 1.2489681243896484, 1.2123198509216309, 1.1418845653533936, 0.821638822555542, -0.009226981550455093, 1.1516004800796509, 0.9172585010528564, -0.5818782448768616, -1.369456171989441, -1.0091534852981567, -5.994347095489502, -2.2415201663970947, 0.32070106267929077, -0.24347996711730957, -1.379445195198059, -0.8042601943016052, 1.1086088418960571, 1.5327978134155273, -1.8518342971801758, -0.6654699444770813]"
