title,labels,predicted,is_right,intersection
Решение по делу 1-14/2018 - 157 ч.1 - судья Урядникова Елена Александровна - 12/03/2018 - РосПравосудие,"[157.0, 73.0]","[74.0, 73.0, 82.1, 296.0, 80.0]",1,1
Решение по делу 1-8/2018 - 159 ч.1 - судья Колмыкова Наталья Николаевна - 12/03/2018 - РосПравосудие,"[159.0, 317.0]","[104.2, 80.0, 63.1, 60.0, 296.0]",0,0
Решение по делу 1-30/2018 - 158 ч.2 п.б - судья Плужников Юрий Михайлович - 12/03/2018 - РосПравосудие,"[158.0, 73.0, 317.0]","[61.0, 127.0, 127.1, 86.0, 6.0]",0,0
Решение по делу 1-108/2018 - 166 ч.2 п.а; 166 ч.2 п.а - судья Багаутдинов Тимур Ринатович - 12/03/2018 - РосПравосудие,"[166.0, 166.0, 166.0, 166.0, 69.0, 69.0]","[127.0, 61.0, 127.2, 127.1, 132.0]",0,0
Решение по делу 1-183/2018 - 228 ч.2 - судья Бондарев Василий Юрьевич - 12/03/2018 - РосПравосудие,"[228.0, 73.0, 317.0, 259.0]","[80.0, 127.1, 73.0, 127.0, 61.0]",1,1
Решение по делу 1-185/2018 - 228 ч.2 - судья Бондарев Василий Юрьевич - 12/03/2018 - РосПравосудие,"[228.0, 73.0, 317.0, 259.0]","[80.0, 127.0, 73.0, 127.1, 61.0]",1,1
Решение по делу 1-216/2018 - 161 ч.1 - судья Кукушкина Галина Сергеевна - 12/03/2018 - РосПравосудие,"[161.0, 74.0, 70.0, 317.0]","[296.0, 78.0, 86.0, 58.0, 17.0]",0,0
Решение по делу 1-19/2018 - 228 ч.2 - судья Свинцов Владимир Павлович - 07/03/2018 - РосПравосудие,"[228.0, 73.0, 228.1, 317.0]","[127.0, 80.0, 127.1, 205.3, 61.0]",0,0
Решение по делу 1-5/2018 - 158 ч.1 - судья Сорокина Светлана Викторовна - 12/03/2018 - РосПравосудие,[158.0],"[61.0, 127.0, 296.0, 80.0, 74.0]",0,0
Решение по делу 1-11/2018 - 264 ч.1 - судья Гасанова Ирина Николаевна - 12/03/2018 - РосПравосудие,[264.1],"[74.0, 127.1, 73.0, 82.1, 127.0]",0,0
Решение по делу 1-11/2018 - 157 ч.1 - судья Болотских Алла Владимировна - 12/03/2018 - РосПравосудие,[157.0],"[296.0, 157.0, 74.0, 78.0, 205.6]",1,1
Решение по делу 1-19/2018 - 119 ч.1 - судья Чертенко Игорь Владимирович - 12/03/2018 - РосПравосудие,[159.1],"[296.0, 303.0, 295.0, 63.1, 82.1]",0,0
Решение по делу 1-5/2018 - 158 ч.1 - судья Репринцев Кирилл Иванович - 12/03/2018 - РосПравосудие,"[158.0, 317.0]","[296.0, 61.0, 127.0, 78.0, 86.0]",0,0
"Решение по делу 1-26/2018 - 158 ч.2 п.п.в,г - судья Туленков Сергей Николаевич - 07/03/2018 - РосПравосудие","[158.0, 49.0, 316.0]","[295.0, 74.0, 296.0, 70.0, 78.0]",0,0
Решение по делу 1-1-10/2018 - 158 ч.2 п.б - судья Глухов Александр Викторович - 07/03/2018 - РосПравосудие,"[158.0, 317.0]","[169.0, 298.1, 204.2, 178.0, 296.0]",0,0
Решение по делу 1-41/2018 - 158 ч.2 п.в - судья Ефимов Д. Е. - 07/03/2018 - РосПравосудие,"[158.0, 73.0]","[127.1, 61.0, 296.0, 127.0, 78.0]",0,0
Решение по делу 1-130/2018 - 222.1 ч.1 - судья Винокур Станислав Григорьевич - 07/03/2018 - РосПравосудие,"[222.1, 69.0, 317.0]","[296.0, 295.0, 61.0, 78.0, 69.0]",1,1
Решение по делу 1-21/2018 - 158.1 - судья Зеленкова Александра Владимировна - 07/03/2018 - РосПравосудие,"[30.0, 158.1, 69.0, 316.0]","[296.0, 80.0, 63.1, 303.0, 104.2]",0,0
Решение по делу 1-11/2018 - 322.3 - судья Арафалова Людмила Вячеславовна - 07/03/2018 - РосПравосудие,"[322.3, 64.0]","[63.1, 74.0, 82.1, 96.0, 86.0]",0,0
Решение по делу 1-26/2018 - 264 ч.1 - судья Астапенкова Анжела Александровна - 07/03/2018 - РосПравосудие,"[264.1, 317.0]","[74.0, 295.0, 43.0, 82.1, 73.0]",0,0
Решение по делу 1-9/2018 - 264.1 - судья Чернова Анна Юрьевна - 07/03/2018 - РосПравосудие,"[264.1, 73.0, 131.0, 317.0]","[74.0, 73.0, 86.0, 127.1, 80.0]",1,1
Решение по делу 1-30/2018 - 264 ч.1 - судья Сергеева Надежда Николаевна - 07/03/2018 - РосПравосудие,"[264.0, 47.0, 317.0]","[40.0, 61.0, 2.0, 37.0, 127.1]",0,0
Решение по делу 1-30/2018 - 112 ч.2 п. - судья Гусева Анастасия Сергеевна - 07/03/2018 - РосПравосудие,"[112.0, 73.0]","[61.0, 6.0, 296.0, 31.0, 127.0]",0,0
"Решение по делу 1-81/2018 - 30 ч.3, ; 161 ч.1 - судья Шарапов Д. Г. - 07/03/2018 - РосПравосудие","[30.0, 161.0]","[127.0, 61.0, 6.0, 127.2, 28.0]",0,0
Решение по делу 1-19/2018 - 158 ч.2 п.б - судья Бирюков А. В. - 07/03/2018 - РосПравосудие,"[158.0, 73.0, 317.0]","[61.0, 58.0, 86.0, 69.0, 78.0]",0,0
Решение по делу 1-34/2018 - 337 ч.3 - судья Багдасаров Армен Александрович - 07/03/2018 - РосПравосудие,[337.0],"[55.0, 51.0, 338.0, 337.0, 73.0]",1,1
Решение по делу 1-82/2018 - 161 ч.1 - судья Шарапов Д. Г. - 07/03/2018 - РосПравосудие,"[161.0, 73.0]","[127.0, 61.0, 127.2, 6.0, 40.0]",0,0
Решение по делу 1-5/2018 - 330.2 - судья Хапачев Вячеслав Владимирович - 07/03/2018 - РосПравосудие,[330.2],"[322.0, 12.0, 13.0, 53.0, 11.0]",0,0
Решение по делу 1-13/2018 - 264.1 - судья Бейльман Оксана Викторовна - 07/03/2018 - РосПравосудие,"[264.1, 317.0]","[74.0, 78.0, 58.0, 86.0, 127.1]",0,0
Решение по делу 1-12/2018 - 264.1 - судья Бейльман Оксана Викторовна - 07/03/2018 - РосПравосудие,"[264.1, 73.0]","[127.0, 127.1, 86.0, 126.0, 58.0]",0,0
Решение по делу 1-17/2018 - 158 ч.1; 222 ч.1 - судья Митин Дмитрий Иванович - 07/03/2018 - РосПравосудие,"[222.0, 158.0, 222.0, 158.0, 69.0, 71.0, 72.0, 53.0]","[127.0, 86.0, 61.0, 127.1, 78.0]",0,0
Решение по делу 1-61/2018 - 222 ч.1 - судья Кандауров Эдуард Николаевич - 07/03/2018 - РосПравосудие,"[222.0, 73.0, 73.0, 317.0]","[74.0, 73.0, 63.1, 82.1, 72.0]",1,1
Решение по делу 1-153/2018 - 228 ч.2 - судья Морозова Е. Е. - 07/03/2018 - РосПравосудие,"[228.0, 73.0, 317.0]","[74.0, 73.0, 82.1, 72.0, 63.1]",1,1
Решение по делу 1-31/2018 - 314.1 ч.2 - судья Калтыгин Анатолий Николаевич - 07/03/2018 - РосПравосудие,"[314.1, 73.0]","[314.1, 78.0, 74.0, 104.4, 34.0]",1,1
"Решение по делу 1-122/2018 - 158 ч.2 п.п.в,г - судья Югова Дарья Васильевна - 07/03/2018 - РосПравосудие",[158.0],"[61.0, 127.0, 6.0, 58.0, 69.0]",0,0
Решение по делу 1-17/2018 - 158 ч.3 п.а - судья Крутова О. В. - 07/03/2018 - РосПравосудие,"[158.0, 73.0, 316.0]","[61.0, 6.0, 58.0, 69.0, 75.0]",0,0
Решение по делу 1-368/2018 - 160 ч.2 - судья Тупеко Сергей Александрович - 07/03/2018 - РосПравосудие,"[160.0, 73.0, 317.0]","[235.1, 185.0, 159.1, 261.0, 171.2]",0,0
Решение по делу 1-17/2018 - 264.1 - судья Водолажская Татьяна Михайловна - 07/03/2018 - РосПравосудие,"[264.1, 316.0]","[74.0, 127.0, 127.1, 73.0, 86.0]",0,0
Решение по делу 1-16/2018 - 222 ч.1 - судья Егорова Светлана Владимировна - 07/03/2018 - РосПравосудие,"[222.0, 53.0]","[157.0, 82.0, 122.0, 40.0, 104.3]",0,0
Решение по делу 1-8/2018 - 112 ч.1 - судья Кузнецова Наталья Дмитриевна - 07/03/2018 - РосПравосудие,[112.0],"[61.0, 6.0, 76.2, 39.0, 38.0]",0,0
Решение по делу 1-13/2018 - 157 ч.1 - судья Карпычев Александр Николаевич - 07/03/2018 - РосПравосудие,[157.0],"[74.0, 73.0, 82.0, 82.1, 80.0]",0,0
Решение по делу 1-16/2018 - 158 ч.1 - судья Комягина Светлана Григорьевна - 07/03/2018 - РосПравосудие,"[158.0, 73.0]","[61.0, 127.0, 69.0, 58.0, 6.0]",0,0
Решение по делу 1-10/2018 - 112 ч.1 - судья Егоров Станислав Сергеевич - 07/03/2018 - РосПравосудие,"[112.0, 53.0]","[61.0, 21.0, 22.0, 39.0, 14.0]",0,0
Решение по делу 1-9/2018 - 158 ч.1 - судья Егоров Станислав Сергеевич - 07/03/2018 - РосПравосудие,[158.0],"[58.0, 296.0, 86.0, 61.0, 127.0]",0,0
Решение по делу 1-3/2018 - 158 ч.3 п.а - судья Косых И. В. - 07/03/2018 - РосПравосудие,"[158.0, 72.0, 317.0, 131.0, 132.0]","[61.0, 127.0, 69.0, 58.0, 6.0]",0,0
Решение по делу 1-31/2018 - 158 ч.3 п.а - судья Белов А. Л. - 07/03/2018 - РосПравосудие,"[158.0, 73.0, 317.0]","[61.0, 78.0, 86.0, 34.0, 17.0]",0,0
Решение по делу 1-173/2018 - 228 ч.2 - судья Блинов С. В. - 07/03/2018 - РосПравосудие,"[228.0, 74.0, 70.0, 317.0]","[314.0, 127.1, 127.0, 73.0, 80.0]",0,0
Решение по делу 1-2/2018 - 115 ч.1 - судья Гаврилова Надежда Петровна - 07/03/2018 - РосПравосудие,"[115.0, 81.0, 316.0]","[61.0, 127.0, 296.0, 6.0, 132.0]",0,0
Решение по делу 1-7/2018 - 264.1 - судья Зайцева Анна Александровна - 07/03/2018 - РосПравосудие,"[264.1, 69.0, 70.0, 317.0, 316.0]","[127.0, 127.1, 81.0, 74.0, 126.0]",0,0
Решение по делу 1-26/2018 - 228 ч.1; 228 ч.1 - судья Беляев И. В. - 07/03/2018 - РосПравосудие,"[228.0, 228.0, 228.0, 228.0, 69.0, 70.0, 73.0, 73.0, 317.0]","[230.0, 127.1, 80.0, 127.0, 73.0]",1,1
Решение по делу 1-16/2018 - 222 ч.1; 222 ч.4; 223 ч.1 - судья Шерягина Светлана Николаевна - 07/03/2018 - РосПравосудие,"[223.0, 222.0, 222.0, 69.0, 73.0]","[74.0, 73.0, 63.1, 82.1, 72.0]",1,1
Решение по делу 1-121/2018 - 228 ч.1 - судья Соловьев Роман Владимирович - 07/03/2018 - РосПравосудие,"[228.0, 316.0]","[80.0, 127.1, 73.0, 64.0, 127.0]",0,0
Решение по делу 1-27/2018 - 158 ч.2 п.в - судья Чернухин Константин Юрьевич - 07/03/2018 - РосПравосудие,"[158.0, 316.0, 317.0]","[61.0, 127.0, 58.0, 69.0, 86.0]",0,0
Решение по делу 1-14/2018 - 166 ч.1 - судья Абдрахимов Г. А. - 07/03/2018 - РосПравосудие,"[166.0, 73.0]","[295.0, 43.0, 74.0, 86.0, 61.0]",0,0
Решение по делу 1-25/2018 - 228 ч.1 - судья Кислюк Владимир Григорьевич - 07/03/2018 - РосПравосудие,"[228.0, 73.0, 317.0]","[74.0, 73.0, 63.1, 82.1, 78.0]",1,1
Решение по делу 1-44/2018 - 222 ч.1 - судья Кольчугина Л. О. - 07/03/2018 - РосПравосудие,"[222.0, 53.0]","[86.0, 74.0, 43.0, 40.0, 2.0]",0,0
Решение по делу 1-12/2018 - 264 ч.1 - судья Беличенко Любовь Александровна - 07/03/2018 - РосПравосудие,[264.1],"[73.0, 74.0, 82.1, 2.0, 127.1]",0,0
Решение по делу 1-12/2018 - 264.1 - судья Кутькина Екатерина Борисовна - 07/03/2018 - РосПравосудие,"[264.1, 47.0, 316.0]","[74.0, 296.0, 295.0, 82.1, 73.0]",0,0
Решение по делу 1-89/2018 - 264 ч.4 - судья Величко В. М. - 07/03/2018 - РосПравосудие,"[264.0, 317.0]","[127.1, 61.0, 127.0, 80.0, 40.0]",0,0
Решение по делу 1-209/2018 - 158 ч.2 п.в - судья Бадашкеев Б. И. - 07/03/2018 - РосПравосудие,"[158.0, 73.0]","[61.0, 43.0, 127.0, 86.0, 127.1]",0,0
Решение по делу 1-209/2018 - 159 ч.3 - судья Афонина Ирина Алексеевна - 07/03/2018 - РосПравосудие,"[159.0, 73.0, 317.0]","[200.3, 104.2, 100.0, 127.1, 104.3]",0,0
Решение по делу 1-64/2018 - 158 ч.2 п.в - судья Новиков Руслан Викторович - 07/03/2018 - РосПравосудие,"[158.0, 62.0, 68.0, 79.0, 70.0]","[61.0, 127.0, 127.1, 132.0, 80.0]",0,0
"Решение по делу 1-64/2018 - 30 ч.3, ; 158 ч.2 п.б; 158 ч.2 п.б - судья Бадтиев Азамат Асланбекович - 07/03/2018 - РосПравосудие","[158.0, 30.0, 158.0, 30.0, 69.0, 73.0, 50.0, 317.0]","[127.0, 61.0, 58.0, 86.0, 127.1]",0,0
Решение по делу 1-246/2018 - 158 ч.2 п.в - судья Бозиев А. Х - 07/03/2018 - РосПравосудие,"[158.0, 73.0, 317.0]","[63.1, 61.0, 86.0, 296.0, 34.0]",0,0
Решение по делу 1-35/2018 - 228 ч.1; 232 ч.1 - судья Лейман Н. А. - 07/03/2018 - РосПравосудие,"[228.0, 232.0, 228.0, 232.0, 69.0, 73.0, 73.0, 317.0]","[230.0, 127.1, 73.0, 314.0, 63.0]",1,1
Решение по делу 1-18/2018 - 264.1 - судья Намазбаева Ольга Анатольевна - 07/03/2018 - РосПравосудие,"[264.1, 70.0, 73.0, 73.0, 316.0, 317.0]","[127.1, 73.0, 74.0, 80.0, 86.0]",1,1
Решение по делу 1-16/2018 - 264.1 - судья Брежнева Елена Сергеевна - 07/03/2018 - РосПравосудие,"[264.1, 317.0]","[74.0, 86.0, 73.0, 127.1, 80.0]",0,0
Решение по делу 1-81/2018 - 314.1 ч.1 - судья Коренева Наталья Радиевна - 07/03/2018 - РосПравосудие,"[314.1, 73.0]","[58.0, 74.0, 34.0, 78.0, 73.0]",1,1
Решение по делу 1-21/2018 - 171.4 - судья Соловьев Вадим Геннадьевич - 07/03/2018 - РосПравосудие,"[171.4, 31.0, 31.0, 46.0]","[34.0, 17.0, 78.0, 60.0, 63.1]",0,0
"Решение по делу 1-4/2018 (1-46/2017;) - 158 ч.2 п.п.а,б - судья Тынысова А. Т. - 07/03/2018 - РосПравосудие","[158.0, 69.0]","[74.0, 78.0, 43.0, 63.1, 86.0]",0,0
Решение по делу 1-13/2018 - 158 ч.1 - судья Каримов Филюс Флюрович - 07/03/2018 - РосПравосудие,"[158.0, 317.0]","[61.0, 127.0, 58.0, 86.0, 6.0]",0,0
Решение по делу 1-14/2018 - 264.1 - судья Шелгунова Татьяна Владимировна - 07/03/2018 - РосПравосудие,"[264.1, 70.0]","[74.0, 73.0, 127.1, 80.0, 86.0]",0,0
Решение по делу 1-18/2018 - 264.1 - судья Ратникова Наталья Александровна - 07/03/2018 - РосПравосудие,"[264.1, 70.0, 73.0]","[127.0, 74.0, 43.0, 78.0, 86.0]",0,0
Решение по делу 1-17/2018 - 264.1 - судья Ратникова Наталья Александровна - 07/03/2018 - РосПравосудие,[264.1],"[74.0, 73.0, 82.1, 78.0, 63.1]",0,0
Решение по делу 1-59/2018 - 166 ч.1 - судья Попова Е. Б. - 07/03/2018 - РосПравосудие,"[166.0, 73.0, 317.0]","[74.0, 80.0, 86.0, 63.1, 61.0]",0,0
Решение по делу 1-80/2018 - 159 ч.2 - судья Айсанов Руслан Мухамедович - 07/03/2018 - РосПравосудие,"[159.0, 73.0]","[61.0, 86.0, 127.0, 75.0, 127.1]",0,0
Решение по делу 1-50/2018 - 158 ч.3 п.а - судья Микшевич М. И. - 07/03/2018 - РосПравосудие,"[158.0, 73.0, 73.0]","[296.0, 80.0, 58.0, 61.0, 63.1]",0,0
Решение по делу 1-11/2018 - 158 ч.1 - судья Куренных Евгений Витальевич - 07/03/2018 - РосПравосудие,"[158.0, 158.0, 70.0]","[127.0, 58.0, 127.1, 78.0, 86.0]",0,0
Решение по делу 1-8/2018 - 264.1 - судья Илюшина Татьяна Викторовна - 07/03/2018 - РосПравосудие,[264.1],"[74.0, 82.1, 73.0, 72.0, 43.0]",0,0
Решение по делу 1-12/2018 - 158 ч.1 - судья Матвеева Светлана Александровна - 07/03/2018 - РосПравосудие,"[158.0, 81.0, 317.0]","[58.0, 61.0, 127.0, 6.0, 126.0]",0,0
Решение по делу 1-18/2018 - 159.2 - судья Катышева Марина Сергеевна - 07/03/2018 - РосПравосудие,[159.2],"[82.1, 73.0, 284.0, 315.0, 96.0]",0,0
Решение по делу 1-20/2018 - 115 ч.1 - судья Катышева Марина Сергеевна - 07/03/2018 - РосПравосудие,[115.0],"[61.0, 296.0, 127.0, 74.0, 40.0]",0,0
Решение по делу 1-19/2018 - 115 ч.1 - судья Сурменко Анастасия Николаевна - 07/03/2018 - РосПравосудие,"[115.0, 132.0, 316.0, 316.0]","[61.0, 127.0, 296.0, 86.0, 74.0]",0,0
Решение по делу 1-12/2018 - 312 ч.1 - судья Лазарева Анна Владимировна - 07/03/2018 - РосПравосудие,"[312.0, 69.0, 71.0, 72.0, 317.0]","[74.0, 63.1, 70.0, 296.0, 82.1]",0,0
"Решение по делу 1-19/2018 - 339 ч.1; 30 ч.3, ; 291.2 ч.1 - судья Митрофанов Алексей Анатольевич - 07/03/2018 - РосПравосудие","[339.0, 30.0, 291.2, 69.0, 71.0, 317.0]","[296.0, 74.0, 127.0, 79.0, 73.0]",0,0
"Решение по делу 1-34/2018 - 159 ч.1; 158 ч.2 п.п.а,б; 158 ч.3 п.а - судья Устинов Дмитрий Николаевич - 07/03/2018 - РосПравосудие","[159.0, 158.0, 158.0, 158.0, 159.0, 158.0, 158.0, 158.0, 69.0, 73.0, 73.0, 317.0]","[296.0, 204.2, 178.0, 291.2, 217.1]",0,0
Решение по делу 1-16/2018 - 159.2 - судья Кутькина Екатерина Борисовна - 07/03/2018 - РосПравосудие,"[159.2, 316.0]","[74.0, 82.1, 63.1, 73.0, 2.0]",0,0
Решение по делу 1-1/2018 - 159.1 - судья Куренкова Оксана Александровна - 07/03/2018 - РосПравосудие,"[159.1, 53.0, 72.0, 316.0, 131.0, 317.0]","[58.0, 127.0, 96.0, 127.1, 63.0]",0,0
Решение по делу 1-21/2018 - 319 ч.1 - судья Лялина Елена Александровна - 07/03/2018 - РосПравосудие,"[319.0, 316.0, 317.0]","[73.0, 11.0, 40.0, 275.0, 34.0]",0,0
Решение по делу 1-13/2018 - 264.1 - судья Кашина Юлия Вячеславовна - 07/03/2018 - РосПравосудие,"[264.1, 317.0]","[74.0, 73.0, 82.1, 2.0, 127.1]",0,0
Решение по делу 1-10/2018 - 264.1 - судья Орлова Олеся Владимировна - 07/03/2018 - РосПравосудие,"[264.1, 317.0]","[74.0, 43.0, 78.0, 86.0, 2.0]",0,0
Решение по делу 1-9/2018 - 139 ч.1 - судья Орлова Олеся Владимировна - 07/03/2018 - РосПравосудие,"[139.0, 317.0]","[74.0, 40.0, 295.0, 82.1, 73.0]",0,0
Решение по делу 1-9/2018 - 112 ч.1 - судья Вахрушева Ольга Александровна - 07/03/2018 - РосПравосудие,"[112.0, 73.0]","[6.0, 61.0, 28.0, 76.2, 127.0]",0,0
Решение по делу 1-7/2018 - 115 ч.1 - судья Полозова Ольга Ивановна - 07/03/2018 - РосПравосудие,"[115.0, 73.0]","[295.0, 74.0, 296.0, 63.1, 40.0]",0,0
Решение по делу 1-17/2018 - 264.1 - судья Спицына Марина Геннадьевна - 07/03/2018 - РосПравосудие,"[264.1, 316.0, 317.0]","[74.0, 73.0, 2.0, 127.1, 82.1]",0,0
Решение по делу 1-17/2018 - 157 ч.1 - судья Локтева Елена Александровна - 07/03/2018 - РосПравосудие,"[157.0, 317.0]","[88.0, 157.0, 292.0, 263.0, 82.0]",1,1
Решение по делу 1-11/2018 - 264.1 - судья Макарова Наталия Валерьевна - 07/03/2018 - РосПравосудие,"[264.1, 49.0]","[74.0, 102.0, 73.0, 127.1, 80.0]",0,0
Решение по делу 1-17/2018 - 116.1 - судья Шевченко Ольга Андреевна - 07/03/2018 - РосПравосудие,"[116.1, 69.0]","[78.0, 8.0, 17.0, 34.0, 86.0]",0,0
Решение по делу 1-5/2018 - 157 ч.1 - судья Родивилина Татьяна Николаевна - 07/03/2018 - РосПравосудие,"[157.0, 70.0, 71.0, 317.0]","[80.0, 73.0, 122.0, 86.0, 151.0]",0,0
Решение по делу 1-8/2018 - 264.1 - судья Куприянова Екатерина Владимировна - 07/03/2018 - РосПравосудие,"[264.1, 317.0]","[74.0, 73.0, 127.1, 82.1, 63.1]",0,0
"Решение по делу 1-16/2018 - 158 ч.3 п.п.а,в - судья Мурзабеков Мурзабек Давурбекович - 07/03/2018 - РосПравосудие","[158.0, 73.0, 317.0]","[74.0, 127.1, 73.0, 296.0, 43.0]",1,1
Решение по делу 1-16/2018 - 157 ч.1 - судья Вашкевич Ирина Петровна - 07/03/2018 - РосПравосудие,"[157.0, 317.0]","[73.0, 82.0, 292.0, 122.0, 82.1]",0,0
Решение по делу 1-11/2018 - 115 ч.1 - судья Павлова Ирина Евгеньевна - 07/03/2018 - РосПравосудие,[115.0],"[61.0, 296.0, 127.0, 74.0, 295.0]",0,0
Решение по делу 1-11/2018 - 158 ч.1 - судья Мухарямов Руслан Марсович - 07/03/2018 - РосПравосудие,"[158.0, 316.0]","[43.0, 74.0, 58.0, 86.0, 295.0]",0,0
Решение по делу 1-9/2018 - 264.1 - судья Виноградова Наталья Николаевна - 07/03/2018 - РосПравосудие,"[264.1, 316.0, 317.0]","[127.1, 2.0, 74.0, 73.0, 127.0]",0,0
Решение по делу 1-17/2018 - 264.1 - судья Шкляр Анна Васильевна - 07/03/2018 - РосПравосудие,"[264.1, 317.0, 317.0]","[74.0, 63.1, 296.0, 86.0, 82.1]",0,0
Решение по делу 1-6/2018 - 264.1 - судья Резниченко Софья Кириловна - 07/03/2018 - РосПравосудие,[264.1],"[74.0, 127.1, 296.0, 127.0, 2.0]",0,0
Решение по делу 1-11/2018 - 327 ч.1 - судья Волошин Вячеслав Анатольевич - 07/03/2018 - РосПравосудие,"[327.0, 30.0, 159.2, 327.0, 327.0, 327.0, 30.0, 159.2, 69.0, 71.0, 70.0, 82.0, 317.0]","[72.0, 47.0, 80.0, 73.0, 122.0]",0,0
Решение по делу 1-9/2018 - 115 ч.1 - судья Павлова Ирина Евгеньевна - 07/03/2018 - РосПравосудие,[115.0],"[61.0, 127.0, 296.0, 132.0, 86.0]",0,0
Решение по делу 1-8/2018 - 158 ч.1 - судья Ольшанецкая Наталья Михайловна - 07/03/2018 - РосПравосудие,"[158.0, 317.0]","[61.0, 6.0, 296.0, 22.0, 127.0]",0,0
Решение по делу 1-4/2018 - 256 ч.1 - судья Исмаилов Играм Незирович - 07/03/2018 - РосПравосудие,"[256.0, 73.0, 50.0, 51.0, 316.0, 317.0, 309.0]","[86.0, 61.0, 127.0, 78.0, 80.0]",0,0
Решение по делу 1-14/2018 - 264.1 - судья Волосков Виктор Михайлович - 07/03/2018 - РосПравосудие,"[264.1, 317.0]","[74.0, 73.0, 80.0, 82.1, 127.1]",0,0
Решение по делу 1-16/2018 - 264.1 - судья Бахтизина Гузель Фанисовна - 07/03/2018 - РосПравосудие,"[264.1, 70.0, 73.0, 317.0]","[86.0, 81.0, 78.0, 127.0, 74.0]",0,0
Решение по делу 1-15/2018 - 159 ч.1 - судья Каримов Филюс Флюрович - 07/03/2018 - РосПравосудие,"[159.0, 317.0]","[40.0, 127.2, 127.0, 61.0, 127.1]",0,0
Решение по делу 1-15/2018 - 158 ч.3 п.а - судья Копылова Наталья Валерьевна - 07/03/2018 - РосПравосудие,"[158.0, 73.0, 317.0]","[127.0, 61.0, 296.0, 127.1, 86.0]",0,0
Решение по делу 1-165/2018 - 158 ч.2 п.в; 228.1 ч.1 - судья Безруков Алексей Васильевич - 07/03/2018 - РосПравосудие,"[228.1, 158.0, 228.1, 158.0, 69.0, 79.0, 70.0, 316.0, 317.0]","[127.0, 127.1, 63.0, 61.0, 127.2]",0,0
Решение по делу 1-27/2018 - 119 ч.1 - судья Конькова Анастасия Анатольевна - 07/03/2018 - РосПравосудие,"[119.0, 73.0, 316.0, 317.0]","[61.0, 6.0, 86.0, 31.0, 127.0]",0,0
Решение по делу 1-6/2018 - 159.2 - судья Ахтанов Александр Владимирович - 07/03/2018 - РосПравосудие,"[159.2, 317.0]","[2.0, 104.0, 284.0, 96.0, 97.0]",0,0
Решение по делу 1-12/2018 - 139 ч.1 - судья Барышенский Игорь Валерьевич - 07/03/2018 - РосПравосудие,[139.0],"[86.0, 34.0, 58.0, 78.0, 74.0]",0,0
Решение по делу 1-20/2018 - 119 ч.1 - судья Ильина Лариса Николаевна - 07/03/2018 - РосПравосудие,"[119.0, 316.0]","[127.0, 6.0, 61.0, 63.0, 58.0]",0,0
Решение по делу 1-192/2018 - 158 ч.2 п.в - судья Портнягина Я. А. - 07/03/2018 - РосПравосудие,"[158.0, 73.0, 317.0]","[296.0, 127.0, 58.0, 69.0, 80.0]",0,0
Решение по делу 1-198/2018 - 318 ч.1 - судья Левченко Елена Александровна - 07/03/2018 - РосПравосудие,"[318.0, 73.0, 317.0]","[40.0, 73.0, 127.1, 74.0, 127.0]",1,1
Решение по делу 1-85/2018 - 319; 318 ч.1 - судья Чернова Татьяна Сергеевна - 07/03/2018 - РосПравосудие,"[319.0, 319.0, 318.0, 69.0, 46.0]","[40.0, 127.0, 127.1, 2.0, 126.0]",0,0
Решение по делу 1-17/2018 - 112 ч.2 п. - судья Сетраков В. А. - 07/03/2018 - РосПравосудие,"[112.0, 73.0, 317.0]","[61.0, 127.0, 6.0, 296.0, 86.0]",0,0
Решение по делу 1-11/2018 - 264.1 - судья Голубев Иван Александрович - 12/03/2018 - РосПравосудие,[264.1],"[72.0, 73.0, 127.0, 127.1, 151.0]",0,0
"Решение по делу 1-106/2018 - 30 ч.3, ; 161 ч.1 - судья Карпиченко Анатолий Генрихович - 12/03/2018 - РосПравосудие","[30.0, 161.0, 73.0]","[296.0, 58.0, 295.0, 63.1, 86.0]",0,0
Решение по делу 1-65/2018 - 111 ч.2 п. - судья Чмарина Н. М. - 12/03/2018 - РосПравосудие,"[111.0, 74.0, 70.0]","[58.0, 86.0, 78.0, 18.0, 127.0]",0,0
Решение по делу 1-35/2018 - 199.2 ч.1 - судья Пескишев Сергей Владимирович - 12/03/2018 - РосПравосудие,"[199.2, 317.0]","[199.3, 199.0, 199.4, 199.1, 198.0]",0,0
Решение по делу 1-216/2018 - 228 ч.1 - судья Сафин Р. Н. - 12/03/2018 - РосПравосудие,"[228.0, 73.0, 317.0]","[73.0, 127.0, 20.0, 74.0, 284.0]",1,1
"Решение по делу 1-120/2018 - 30 ч.3, ; 158 ч.1; 158 ч.2 п.б - судья Тишакова И. А. - 12/03/2018 - РосПравосудие","[158.0, 30.0, 158.0, 158.0, 30.0, 158.0, 69.0, 158.0, 70.0, 30.0, 158.0, 69.0, 317.0]","[58.0, 69.0, 78.0, 296.0, 127.0]",1,1
Решение по делу 1-104/2018 - 228 ч.2 - судья Тишакова И. А. - 12/03/2018 - РосПравосудие,"[228.0, 73.0, 317.0]","[104.2, 70.0, 73.0, 72.0, 80.0]",1,1
Решение по делу 1-91/2018 - 158 ч.3 п.в - судья Вовченко Денис Витальевич - 12/03/2018 - РосПравосудие,"[158.0, 73.0, 131.0, 316.0]","[296.0, 58.0, 61.0, 127.0, 303.0]",0,0
